id,doi,title,source,year
ILL15HU396,10.1107/s2053230x15017902,"Production, crystallization and neutron diffraction of fully deuterated human myelin peripheral memb",Acta Crystallographica F,2015
ILL15LA424,10.1371/journal.pone.0128954,Dynamics of the peripheral membrane protein P2 from human myelin measured by neutron scattering - A,PloS One,2015
ILL15LA1016,10.1016/j.colsurfa.2015.01.039,"The molecular organogel n-decane/12-hydroxyoctadecanoic acid: Sol-gel transition, rheology, and micr",Colloids and Surfaces A,2015
ILL16LA6087,10.1051/refdp/20154445056,Études structurales in situ par diffraction de neutrons,Reflets de la Physique,2015
ILL16LE1125,10.1063/1.4908168,Small angle scattering methods to study porous materials under high uniaxial strain,Review of Scientific Instruments,2015
ILL16LE1122,10.1016/bs.mie.2015.06.010,AUC and small-angle scattering for membrane proteins,Methods in Enzymology,2015
ILL15LE366,10.1002/ange.201504059,Dendronisierte hochverzweigte Makromoleküle: weiche Materie mit einer neuartigen Segmentverteilung,Angewandte Chemie,2015
ILL15LE367,10.1002/anie.201504059,Dendronized hyperbranched macromolecules: Soft matter with a novel type of segmental distribution,Angewandte Chemie International Edition,2015
ILL15LE291,10.1103/physrevlett.114.247202,Anisotropy-tuned magnetic order in pyrochlore iridates,Physical Review Letters,2015
ILL17LE2017,,Vortex lattice in conventional and unconventional superconductors,,2015
ILL15LE168,10.1016/j.physletb.2015.02.063,Neutron interferometry constrains dark energy chameleon fields,Physics Letters B,2015
ILL15LE440,10.1007/s13594-014-0177-2,A review of the biology of calcium phosphate sequestration with special reference to milk,Dairy Science & Technology,2015
ILL16LE122,10.1098/rsif.2015.0506,Dynamic footprint of sequestration in the molecular fluctuations of osteopontin,Journal of the Royal Society Interface,2015
ILL15LE418,10.5506/aphyspolb.46.637,Particle-core couplings close to neutron-rich doubly-magic nuclei,Acta Physica Polonica B,2015
ILL16LH1037,10.1103/physrevlett.115.197202,Fluctuations and all-in-all-out ordering in dipole-octupole Nd2Zr2O7,Physical Review Letters,2015
ILL17LH7041,10.1063/1.4915600,Future short-baseline sterile neutrino searches with reactors,AIP Conference Proceedings,2015
ILL15LI151,10.1038/srep07968,Distinct itinerant spin-density waves and local-moment antiferromagnetism in an intermetallic ErPd2S,Scientific Reports,2015
ILL15LI323,10.1039/c5tc01607j,Absence of magnetic ordering in the ground-state of a SrTm2O4 single crystal,Journal of Materials Chemistry C,2015
ILL15LI1127,10.1002/zaac.201500098,"Perovskite-type solid solution SrMo1-xWx(O, N)3 oxynitrides: Synthesis, structure, and magnetic prop",Zeitschrift für Anorganische und Allgemeine Chemie,2015
ILL15LI1110,10.1016/j.bbamem.2015.05.015,Antimicrobial peptide dendrimer interacts with phosphocholine membranes in a fluidity dependent mann,Biochimica et Biophysica Acta (BBA) - Biomembranes,2015
ILL16LI110,10.1371/journal.pone.0144671,Formation and characterization of supported lipid bilayers composed of hydrogenated and deuterated E,PloS One,2015
ILL16LI7063,10.1140/epja/i2015-15177-9,Fission modelling with FIFRELIN,European Physical Journal A,2015
ILL15LI1108,10.1016/j.jssc.2015.04.033,Structural chemistry and magnetic properties of Y2CoGe4O12,Journal of Solid State Chemistry,2015
ILL20LO466,10.1016/j.phpro.2015.12.028,Field dependence of the magnetic propagation vector of the heavy fermion compound CeCu2Ge2 studied b,Physics Procedia,2015
doc:PUB_ILL:28219,10.1179/1879139514y.0000000161,In situ-neutron diffraction analysis of stress-free d-spacing during solution heat treatment of modi,Canadian Metallurgical Quarterly,2015
ILL15LO1128,10.1002/polb.23657,Structure of sodium carboxymethyl cellulose aqueous solutions: A SANS and rheology study,Journal of Polymer Science B,2015
ILL15LO420,10.1038/srep07727,Microfluidic-SANS: Flow processing of complex fluids,Scientific Reports,2015
ILL15LO437,10.1122/1.4917542,"Layering, melting, and recrystallization of a close-packed micellar crystal under steady and large-a",Journal of Rheology,2015
ILL15LO251,10.1051/epjconf/20159301050,Neutron-capture experiment on 77Se with EXILL at ILL Grenoble,EPJ Web of Conferences,2015
ILL15LO2017,,Dynamique de réseau et conductivité thermique dans les alliages métalliques complexes,,2015
ILL15LU329,10.1039/c5cp00224a,Structural characterization of eutectic aqueous NaCl solutions under variable temperature and pressu,Physical Chemistry Chemical Physics,2015
ILL15LU1038,10.1016/j.jssc.2014.11.011,Ca2Cr0.5Ga1.5O5 - An extremely redox-stable brownmillerite phase,Journal of Solid State Chemistry,2015
doc:PUB_ILL:32619,10.1016/j.jnnfm.2014.10.010,Micellar solutions in contraction slit-flow: Alignment mapped by SANS,Journal of Non-Newtonian Fluid Mechanics,2015
ILL15LY6088,10.1155/2015/547620,UCN source at an external beam of thermal neutrons,Advances in High Energy Physics,2015
doc:PUB_ILL:25196,,Nanostructure and Transport Properties of Proton Conducting Self-Assembled Perfluorinated Surfactant,Macromolecules,2015
ILL15MA6087,10.1021/acsmacrolett.5b00676,Influence of confinement on the chain conformation of cyclic poly(N-isopropylacrylamide),ACS Macro Letters,2015
doc:PUB_ILL:24263,10.1016/j.str.2014.12.018,Structure of Human N-Acylphosphatidylethanolamine-Hydrolyzing Phospholipase D: Regulation of Fatty A,Structure,2015
ILL16MA2003,,Développement d'une TPC pour les références en énergie et en fluence des champs neutroniques de bass,,2015
ILL15MA373,10.1103/physrevb.92.134521,Electronic nematic correlations in the stress-free tetragonal state of BaFe2-xNixAs2,Physical Review B,2015
13,,Electronic nematic correlations in the stress-free tetragonal state of BaFe 2− x Ni x As 2,Physical Review B,2015
doc:PUB_ILL:24974,10.1021/acs.inorgchem.5b01932,"Structure, Bonding, and Stability of Mercury Complexes with Thiolate and Thioether Ligands from High",Inorganic chemistry - Holleman A.F./Wiberg E. - Academic Press - 1995 - 20.1/280,2015
doc:PUB_ILL:29504,10.1038/nature14881,Designing switchable polarization and magnetization at room temperature in an oxide,Nature,2015
ILL15MA407,10.1038/ncomms8705,Intra-unit-cell magnetic correlations near optimal doping in YBa2Cu3O6.85,Nature Communications,2015
doc:PUB_ILL:28996,10.1103/physrevb.91.224420,Structural-modulation-driven spin canting and reentrant glassy magnetic phase in ferromagnetic Lu2Mn,Physical Review B,2015
ILL16MA1001,10.1039/c5cp06364g,Influence of additives on the structure of surfactant-free microemulsions,Physical Chemistry Chemical Physics,2015
ILL15MA164,10.1007/s00253-014-6082-z,Biosynthetic preparation of selectively deuterated phosphatidylcholine in genetically modified Esche,Applied Microbiology and Biotechnology,2015
ILL15MA1076,10.1088/0953-2048/28/4/045007,Oxidation induced superconductivity and Mo/Cu charge equilibrium in Mo0.3Cu0.7Sr2ErCu2Oy,Superconductor Science and Technology,2015
ILL15MA6017,10.1021/acs.nanolett.5b00104,Depth profiling charge accumulation from a ferroelectric into a Doped Mott Insulator,Nano Letters,2015
ILL17MA2002,,Etude de la dynamique biomoléculaire sous haute pression par diffusion neutronique,,2015
ILL15MA143,10.1039/c4cp02992e,Pressure-induced molten globule state of human acetylcholinesterase: Structural and dynamical change,Physical Chemistry Chemical Physics,2015
ILL15MA7062,10.1103/physrevb.92.064510,"Superfluidity, BEC, and dimensions of liquid 4He in nanopores",Physical Review B,2015
ILL15MA217,10.1088/1742-6596/592/1/012035,"CDW-gaps, soft-phonons and physical transitions in bulk single crystal of alpha-Uranium",Journal of Physics : Conference Series,2015
ILL15MA2010,,Films multicouches à base de nanocristaux de cellulose: Relation entre structure et propriétés mécan,,2015
doc:PUB_ILL:25152,10.1140/epja/i2015-15174-0,Studies on fission with ALADIN,European Physical Journal A,2015
ILL15MA266,10.1021/acs.langmuir.5b00530,"Structure of multiresponsive brush-decorated nanoparticles: A combined electrokinetic, DLS, and SANS",Langmuir,2015
ILL15MA258,10.1051/epjconf/20158303010,"mQfit, a new program for analyzing quasi-elastic neutron scattering data",EPJ Web of Conferences,2015
ILL15MA277,10.1016/j.jallcom.2015.05.045,Neutron diffraction study of the low-temperature transitions in the SrMo0.9Co0.1O3 oxide,Journal of Alloys and Compounds,2015
ILL16MA114,10.1051/epjconf/20158302011,Encapsulation of paclitaxel into a bio-nanocomposite. A study combining inelastic neutron scattering,EPJ Web of Conferences,2015
ILL15MA7064,10.1103/physrevd.92.045018,Analysis of the quantum bouncer using polymer quantization,Physical Review D,2015
ILL15MA1039,10.1016/j.jssc.2015.01.020,"Dielectric properties, polymorphism, structural characterisation and phase diagram of Na2Nb4O11-Ag2N",Journal of Solid State Chemistry,2015
doc:PUB_ILL:25270,10.1021/jp511508n,Neutron Scattering Studies of the Hydration Structure of Li+,Journal of Physical Chemistry B,2015
ILL15MA1059,10.1021/jp511508n,Neutron scattering studies of the hydration structure of Li+,Journal of Physical Chemistry B,2015
ILL15MA436,10.1021/jacs.5b10255,Hydride in BaTiO2.5H0.5: A labile ligand in solid state chemistry,Journal of the American Chemical Society,2015
ILL15MA249,10.1051/epjconf/20159302020,Fission studies by prompt gamma-ray spectrometry,EPJ Web of Conferences,2015
ILL15MA302,10.1103/physrevc.92.034305,Low spin structure of 86Se: Confirmation of γ collectivity at N=52,Physical Review C,2015
ILL15MA244,10.1088/0953-8984/27/24/245701,Distinct vortex-glass phases in Yb3Rh4Sn13 at high and low magnetic fields,Journal of Physics Condensed Matter,2015
ILL15MA412,10.1103/physrevb.92.024101,Crystal structure and phonon softening in Ca3Ir4Sn13,Physical Review B,2015
ILL16MC1040,10.1126/science.aac8260,Visualization of O-O peroxo-like dimers in high-capacity layered oxides for Li-ion batteries,Science,2015
doc:PUB_ILL:28306,10.1021/am508565d,Noncovalent Magnetic Control and Reversible Recovery of Graphene Oxide Using Iron Oxide and Magnetic,ACS Applied Materials & Interfaces,2015
ILL16MC7002,10.1088/0022-3727/48/50/504002,Area detectors in single-crystal neutron diffraction,Journal of Physics D: Applied Physics,2015
ILL15ME269,10.1080/02678292.2014.986769,The adsorption of fluorinated dopants at the surface of 5CB: A neutron reflection study,Liquid Crystals,2015
ILL15ME134,10.1016/j.ijhydene.2014.12.059,Investigation of the dehydrogenation behavior of the 2LiBH4:CaNi5 multicomponent hydride system,International Journal of Hydrogen Energy,2015
ILL15ME7007,10.1016/j.nima.2015.02.032,The SPIDER fission fragment spectrometer for fission product yield measurements,Nuclear Instruments and Methods in Physics Research A,2015
ILL15ME112,10.1016/j.chemphyslip.2014.11.005,Fluctuation dynamics of bilayer vesicles with intermonolayer sliding: Experiment and theory,Chemistry and Physics of Lipids,2015
doc:PUB_ILL:25373,10.1134/s0022476615030166,X-ray spectra and charge states of cations in nanostructured manganites La0.5Ca0.5MnO3 and Nd0.5Sr0.,Journal of Structural Chemistry,2015
ILL15ME416,10.1039/c5ra19665e,A theoretical and experimental study of the crystal structure of H2V3O8,RSC Advances,2015
ILL15ME1097,10.1051/epjconf/20158301002,The measurement of self-diffusion coefficients in liquid metals with quasielastic neutron scattering,EPJ Web of Conferences,2015
ILL15MH2015,,Confinement-induced nano-segregation of binary liquids with amphiphilic interactions,,2015
ILL15MI6015,10.1103/physrevlett.114.149701,Comment on “Origin of surface canting within Fe3O4 nanoparticles”,Physical Review Letters,2015
ILL15MI1093,10.1039/c4dt03936j,"Effect of local A-site strain on dipole stability in A6GaNb9O30 (A = Ba, Sr, Ca) tetragonal tungsten",Dalton Transactions,2015
ILL15MI6026,10.1039/c4ra14330b,Synergetic effect of sodium polystyrene sulfonate and guanidine hydrochloride on the surface propert,RSC Advances,2015
ILL15MI214,10.1088/0953-8984/27/13/136001,Polarized neutron reflectivity from monolayers of self-assembled magnetic nanoparticles,Journal of Physics Condensed Matter,2015
ILL15MO282,10.1016/j.bpj.2015.04.030,Skin lipids: Localization of ceramide and fatty acid in the unit cell of the long periodicity phase,Biophysical Journal,2015
ILL15MO111,10.1039/c4cp04253k,Bimodal crystallization at polymer-fullerene interfaces,Physical Chemistry Chemical Physics,2015
doc:PUB_ILL:25245,,Hydrogen adsorption and diffusion in synthetic Na-montmorillonites at high pressures and temperature,International Journal of Hydrogen Energy,2015
ILL15MO135,10.1016/j.ijhydene.2014.12.038,Hydrogen adsorption and diffusion in synthetic Na-montmorillonites at high pressures and temperature,International Journal of Hydrogen Energy,2015
ILL15MO316,10.1063/1.4928512,Fast internal dynamics in alcohol dehydrogenase,Journal of Chemical Physics,2015
ILL15MO408,10.1103/physrevb.92.045202,Elevated Curie temperature and half-metallicity in the ferromagnetic semiconductor LaxEu1−xO,Physical Review B,2015
doc:PUB_ILL:25805,10.1016/j.jcis.2014.11.056,Magnetocubosomes for the delivery and controlled release of therapeutics,Journal of Colloid and Interface Science,2015
ILL15MO370,10.1021/acs.inorgchem.5b01676,Polymorphism in thermoelectric As2Te3,Inorganic Chemistry,2015
ILL15MO6058,10.1103/physrevb.91.064408,"Incommensurate magnetic structure, Fe/Cu chemical disorder, and magnetic interactions in the high-te",Physical Review B,2015
ILL15MO1071,10.1016/j.jmmm.2015.04.060,Magnetic order of Tb3Co2.2Si1.8 and Dy3Co2.2Si1.8 as a representative of the family of compounds wit,Journal of Magnetism and Magnetic Materials,2015
ILL15MO1011,10.1016/j.jssc.2015.01.017,"Mo2NiB2-type {Gd, Tb, Dy)2Ni2.35Si0.65 and La2Ni3-type {Dy, Ho}2Ni2.5Si0.5 compounds: Crystal struct",Journal of Solid State Chemistry,2015
ILL15MO241,10.1039/c4ta06688j,O3-NaxMn1/3Fe2/3O2as a positive electrode material for Na-ion batteries: Structural evolutions and r,Journal of Materials Chemistry A,2015
ILL15MO6078,,Life as an instrument scientist,Physics World,2015
ILL16MU426,,Isotopic yield distribution of neutron-rich fragment nuclei produced in thermal neutron induced fiss,,2015
ILL15MU1139,10.1016/j.jssc.2015.07.041,On squaring triangles – Structural motifs in Cu-In-Sb compounds,Journal of Solid State Chemistry,2015
ILL15MU1152,10.1016/j.nuclphysa.2015.06.008,From bohrium to copernicium and beyond SHE research at SHIP,Nuclear Physics A,2015
ILL22MU1037,10.14279/depositonce-4492,"Complex SANS/SAXS data evaluation, simulation and interpretation with regard to statistical inferenc",,2015
ILL15MU6043,10.1080/10448632.2015.995974,"Ten candles for FRM II, Maier-Leibnitz Zentrum celebrates",Neutron News,2015
ILL15NA6019,10.1063/1.4906204,Antisite disorder-induced exchange bias effect in multiferroic Y2CoMnO6,Applied Physics Letters,2015
ILL15NA6040,10.1209/0295-5075/110/37007,Spin-lattice coupling and frustrated magnetism in Fe-doped hexagonal LuMnO3,Europhysics Letters,2015
doc:PUB_ILL:29018,10.1103/physrevlett.115.127202,Spin Fluctuations from Hertz to Terahertz on a Triangular Lattice,Physical Review Letters,2015
ILL15NA1109,10.1016/j.ssi.2015.05.023,Study of sodium manganese fluorides as positive electrodes for Na-ion batteries,Solid State Ionics,2015
ILL15NA1050,10.1016/j.jssc.2015.03.006,"Low temperature synthesis and characterization of Na-M-(O)-F phases with M=Ti, V",Journal of Solid State Chemistry,2015
ILL15NE332,10.1039/c5dt02242h,Structural and magnetic properties of the low-dimensional fluoride β-FeF3(H2O)2·H2O,Dalton Transactions,2015
ILL15NE6091,10.1155/2015/467409,Quantum gravitational spectroscopy,Advances in High Energy Physics,2015
ILL15NE4001,,Surprising quantum bounces,,2015
ILL15NE1062,10.1021/la503666x,Solvatochromism and conformational changes in fully dissolved poly(3-alkylthiophene)s,Langmuir,2015
ILL16NE129,10.1039/c5ra20215a,In situ Rheo-GISANS of triblock copolymers: Gelation and shear effects on quasi-crystalline structur,RSC Advances,2015
ILL15NG7022,10.1107/s2053230x15005348,Large-volume protein crystal growth for neutron macromolecular crystallography,Acta Crystallographica F,2015
ILL15NG1130,10.1021/acs.jpcb.5b07293,Coupling of caged molecule dynamics to JG β-relaxation II: Polymers,Journal of Physical Chemistry B,2015
ILL15NG1129,10.1021/acs.jpcb.5b07294,Coupling of caged molecule dynamics to JG β-relaxation III: van der Waals glasses,Journal of Physical Chemistry B,2015
ILL15NI171,10.1016/j.jmps.2015.02.017,Elastic consequences of a single plastic event: Towards a realistic account of structural disorder a,Journal of the Mechanics and Physics of Solids,2015
doc:PUB_ILL:25317,10.1063/1.4930885,Local structure of temperature and pH-sensitive colloidal microgels,Journal of Chemical Physics,2015
doc:PUB_ILL:24276,10.1016/j.jnoncrysol.2014.08.039,Dynamic light scattering study of temperature and pH sensitive colloidal microgels,Journal of Non-Crystalline Solids,2015
ILL16NI143,10.1103/physrevlett.115.196602,Strong suppression of the spin Hall effect in the spin glass state,Physical Review Letters,2015
ILL15NI311,10.1103/physrevb.91.174435,Complex magnetostructural order in the frustrated spinel LiInCr4O8,Physical Review B,2015
ILL15NI411,10.1088/1367-2630/17/11/113035,One-dimensional quantum magnetism in the anhydrous alum KTi(SO4)2,New Journal of Physics,2015
ILL15NI173,10.1103/physrevb.91.054415,Diffuse magnetic neutron scattering in the highly frustrated double perovskite Ba2YRuO6,Physical Review B,2015
doc:PUB_ILL:25041,,Partial wave analysis of n+Am241 reaction cross sections in the resonance region,Physical Review C,2015
ILL22OK7075,10.2138/am-2015-5237,Synthesis of large and homogeneous single crystals of water-bearing minerals by slow cooling at deep,American Mineralogist,2015
ILL15OR227,10.1107/s1600576715000941,Mode-crystallography analysis of the crystal structures and the low- and high-temperature phase tran,Journal of Applied Crystallography,2015
ILL15OR1124,10.1039/c5dt02026c,Structural phase transitions and magnetic and spectroscopic properties of the double perovskites Sr2,Dalton Transactions,2015
ILL15OR321,10.1039/c5dt01532d,"Synthesis, structural, magnetic and phase-transition studies of the ferromagnetic La2CoMnO6 double p",Dalton Transactions,2015
ILL15OU128,10.1088/2053-1591/2/2/025401,Crystal structure of human tooth enamel studied by neutron diffraction,Materials Research Express,2015
ILL15PA105,10.1016/j.jnoncrysol.2014.09.028,Vibrational dynamics changes of protein hydration water across the dynamic transition,Journal of Non-Crystalline Solids,2015
ILL15PA429,10.1126/science.aaa5326,Hidden order in spin-liquid Gd3Ga5O12,Science,2015
ILL15PA428,10.1088/1742-6596/663/1/012005,Structural effects of the spin-state crossover at high temperature in the distorted ErCoO3 cobaltite,Journal of Physics : Conference Series,2015
ILL15PA6002,10.1016/j.engfailanal.2014.01.010,Experimental and numerical assessment of thermal fatigue in 316 austenitic steel pipes,Engineering Failure Analysis,2015
ILL15PA152,10.1039/c4sc02908a,Entropy driven chain effects on ligation chemistry,Chemical Science,2015
ILL15PA324,10.1039/c5ra08937a,"On the relaxation dynamics in active pharmaceutical ingredients: Solid-state 1H NMR, quasi-elastic n",RSC Advances,2015
ILL25PA6020,10.1038/srep18317,Spatially modulated structural colour in bird feathers,Scientific Reports,2015
ILL15PE6072,10.1021/acs.inorgchem.5b01209,Design of single-molecule magnets: Insufficiency of the anisotropy barrier as the sole criterion,Inorganic Chemistry,2015
ILL16PE6012,10.1039/c5cc06644a,Na+ mobility in sodium strontium silicate fast ion conductors,Chemical Communications,2015
ILL16PE458,10.1103/physrevd.92.092003,A revised experimental upper limit on the electric dipole moment of the neutron,Physical Review D,2015
ILL15PE1112,10.1021/acs.langmuir.5b01610,Multivalent-counterion-induced surfactant multilayer formation at hydrophobic and hydrophilic solid-,Langmuir,2015
ILL20PE1046,,Les expériences Nucifer et Stéréo : étude des antineutrinos de réacteurs à courte distance,,2015
ILL15PE7046,10.1016/j.nuclphysbps.2015.06.032,The Nucifer and Stereo reactor antineutrino experiments,Nuclear and Particle Physics Proceedings,2015
ILL15PE6067,10.1088/0953-2048/28/8/085001,Effect of increasing disorder on superconductivity of Mo/Nb superlattices,Superconductor Science and Technology,2015
ILL15PE1015,10.1016/j.actamat.2014.11.054,Influence of defects on the irreversible phase transition in Fe-Pd ferromagnetic shape memory alloys,Acta Materialia,2015
ILL15PE1008,10.1016/j.jpowsour.2014.10.131,Pure and Mn-doped La4SrTi5O17 layered perovskite as potential solid oxide fuel cell material: Struct,Journal of Power Sources,2015
ILL15PE190,10.1021/jp510392h,Lattice dynamics modified by excess oxygen in Nd2NiO4+δ: Triggering low-temperature oxygen diffusion,Journal of Physical Chemistry C,2015
ILL15PE6025,10.1039/c4cp05388e,Painting biological low-frequency vibrational modes from small peptides to proteins,Physical Chemistry Chemical Physics,2015
ILL15PE261,10.1051/epjconf/20158303012,Spin dynamics in highly frustrated pyrochlore magnets,EPJ Web of Conferences,2015
ILL15PE7075,10.1051/epjconf/201510401001,Neutrons for industry,EPJ Web of Conferences,2015
ILL15PF7035,10.1088/1748-0221/10/04/p04004,The μTPC method: Improving the position resolution of neutron detectors based on MPGDs,Journal of Instrumentation,2015
ILL16PI1100,10.1051/mattech/2015041,Chalcogénures pour le stockage de l’information : mémoires ioniques (CB-RAM) et mémoires à changemen,Materiaux & Techniques,2015
ILL15PI122,10.1038/nphys3172,Fractional excitations in the square-lattice quantum antiferromagnet,Nature Physics,2015
ILL16PI6009,10.1103/physreva.92.053407,Frequency shifts and relaxation rates for spin-1/2 particles moving in electromagnetic fields,Physical Review A,2015
ILL15PI385,10.1051/epjconf/201510401006,Inelastic neutron scattering applied to materials for energy,EPJ Web of Conferences,2015
ILL15PI245,10.1088/0953-8984/27/22/225403,Anisotropy in the Raman scattering of a CaFeO2.5 single crystal and its link with oxygen ordering in,Journal of Physics Condensed Matter,2015
ILL15PI6092,10.1155/2015/803267,Progress in the characterization of the surface species in activated carbons by means of INS spectro,Advances in Condensed Matter Physics,2015
ILL15PI6041,10.1140/epjp/i2015-15027-3,Novel boron-10-based detectors for neutron scattering science,European Physical Journal Plus,2015
doc:PUB_ILL:29505,10.1126/science.1262118,Tilt engineering of spontaneous polarization and magnetization above 300 K in a bulk layered perovsk,Science,2015
ILL15PO252,10.1051/epjconf/20159302018,Measurements of γ-ray energy and multiplicity from 235U(nthermal) using STEFF,EPJ Web of Conferences,2015
ILL15PO7052,10.1016/j.jaci.2015.05.016,100 Years later: Celebrating the contributions of X-ray crystallography to allergy and clinical immu,Journal of Allergy and Clinical Immunology,2015
doc:PUB_ILL:34341,10.1002/ejic.201500662,"Crystal Structure, Magnetic and Electrical Properties of Compounds in the RCrMnO5 Family (R = Sm, Eu",European Journal of Inorganic Chemistry,2015
ILL15PO1134,10.1002/ejic.201500662,"Crystal structure, magnetic and electrical properties of compounds in the RCrMnO5 family (R = Sm, Eu",European Journal of Inorganic Chemistry,2015
ILL15PO1114,10.1016/j.jallcom.2014.12.146,"Superior effect of Ni-substitution on the hydrogenation kinetics of Mg6Pd1-xTMx (TM=Ag, Cu, Ni) pseu",Journal of Alloys and Compounds,2015
doc:PUB_ILL:29500,10.1039/c5cp02851e,The puzzling first-order phase transition in water–glycerol mixtures,Physical Chemistry Chemical Physics,2015
ILL15PO6052,10.1103/physrevb.91.144114,Two-dimensional Cs-vacancy superstructure in iron-based superconductor Cs0.8Fe1.6Se2,Physical Review B,2015
ILL15PO439,10.1107/s205327331501205x,Neutron interferometric measurement and calculations of a phase shift induced by Laue transmission,Acta Crystallographica A,2015
ILL16PO135,10.1103/physrevb.92.024429,Dynamics of a bond-disordered S=1quantum magnet near z=1 criticality,Physical Review B,2015
ILL15PR130,10.1016/j.ssi.2014.12.007,High temperature crystal chemistry of the n=3 Ruddlesden-Popper phase LaSr3Fe1.5Co1.5O10-δ,Solid State Ionics,2015
ILL15PR1140,10.1021/acs.jpcc.5b07253,"Diffusion of H2, CO2, and their mixtures in the porous zirconium based metal–organic framework MIL-1",Journal of Physical Chemistry C,2015
ILL15PR272,10.1038/ncomms8255,Spin-stripe phase in a frustrated zigzag spin-1/2 chain,Nature Communications,2015
ILL15PR211,10.1088/1742-6596/592/1/012082,Probing magnetism in CePdAl under multi-extreme conditions using polarized neutrons,Journal of Physics : Conference Series,2015
ILL15PR388,10.1016/j.jcrysgro.2015.09.014,Structural inhomogeneities in FeTe0.6Se0.4: Relation to superconductivity,Journal of Crystal Growth,2015
ILL15PU153,10.1039/c4cp05435k,Unexpected efficiency boosting in CO2-microemulsions: A cyclohexane depletion zone near the amphiphi,Physical Chemistry Chemical Physics,2015
doc:PUB_ILL:25884,10.1021/acscentsci.5b00306,Molecular Origins of Mesoscale Ordering in a Metalloamphiphile Phase,ACS Central Science,2015
ILL15QU1035,10.1016/j.matchemphys.2014.12.034,Homo- and heterodinuclear coordination polymers based on a tritopic cyclam bis-terpyridine unit: Str,Materials Chemistry and Physics,2015
ILL16RA399,10.1038/srep16520,"Determinants of ligand binding and catalytic activity in the myelin enzyme 2′,3′-cyclic nucleotide 3",Scientific Reports,2015
ILL16RA133,10.1039/c5sc01181g,Pd-h3-C6H9 complexes of the Trost modular ligand: High nuclearity columnar aggregation controlled by,Chemical Science,2015
ILL16RA6002,10.1107/s1600576715019019,Tuning the instrument resolution using chopper and time of flight at the small-angle neutron scatter,Journal of Applied Crystallography,2015
ILL15RA1005,10.1016/j.jssc.2014.11.009,Structural analysis of Fe-Mn-O nanoparticles in glass ceramics by small angle scattering,Journal of Solid State Chemistry,2015
ILL15RA7045,10.1016/j.nima.2015.05.014,Improved sample manipulation at the STRESS-SPEC neutron diffractometer using an industrial 6-axis ro,Nuclear Instruments and Methods in Physics Research A,2015
ILL16RA1008,10.1103/physrevlett.115.037001,Ising incommensurate spin resonance of CeCoIn5: A dynamical precursor of the Q-phase,Physical Review Letters,2015
ILL15RE1137,10.1016/j.radphyschem.2015.01.029,Precision measurement of sub-nanosecond lifetimes of excited nuclear states using fast-timing coinci,Radiation Physics and Chemistry,2015
ILL15RE248,10.1051/epjconf/20159301013,The generalized centroid difference method for lifetime measurements via γ-γ coincidences using larg,EPJ Web of Conferences,2015
doc:PUB_ILL:25311,10.1039/c5nr00620a,Contact angle and adsorption energies of nanoparticles at the air–liquid interface determined by neu,Nanoscale,2015
ILL15RE1040,10.1063/1.4906518,Note: Sample cells to investigate solid/liquid interfaces with neutrons,Review of Scientific Instruments,2015
ILL15RE395,10.1021/acs.inorgchem.5b01895,"Synthesis, crystal chemistry, and electrochemical properties of Li7-2xLa3Zr2-xMoxO12 (x= 0.1–0.4): S",Inorganic Chemistry,2015
ILL15RE280,10.1016/j.ijhydene.2015.05.079,"Neutron powder diffraction, X-ray absorption and Mössbauer spectroscopy on Mg2FeH6",International Journal of Hydrogen Energy,2015
ILL15RE393,10.1021/acs.inorgchem.5b01951,"Magnetic interactions in the double perovskites R2NiMnO6 (R = Tb, Ho, Er, Tm) investigated by neutro",Inorganic Chemistry,2015
doc:PUB_ILL:25886,10.1021/acs.langmuir.5b01478,"Synergy in Extraction System Chemistry: Combining Configurational Entropy, Film Bending, and Perturb",Langmuir,2015
ILL15RI281,10.1016/j.polymer.2015.06.010,Aggregation behaviour of hydrophobically modified polyacrylate - Variation of alkyl chain length,Polymer,2015
ILL22RI274,10.1088/1742-6596/663/1/012001,On the exchange bias effect in NiO nanoparticles with a core(antiferromagnetic)/shell (spin glass) m,Journal of Physics : Conference Series,2015
ILL15RI333,10.1088/0957-4484/26/30/305705,Scrutinizing the role of size reduction on the exchange bias and dynamic magnetic behavior in NiO na,Nanotechnology,2015
ILL15RI305,10.1103/physrevb.91.134416,Inclined magnetic structure of iron borate PrxY1−xFe3(BO3)4: A neutron diffraction study and crystal,Physical Review B,2015
ILL15RI390,10.1088/0953-8984/27/47/476001,Magnetic structures of R5Ni2In4 and R11Ni4In9 (R  =  Tb and Ho): Strong hierarchy in the temperature,Journal of Physics Condensed Matter,2015
ILL17RI6028,,Biological decontamination of radionuclides in industrial and environmental water using a new highly,,2015
ILL20RO1142,10.1074/jbc.m114.605691,A revised mechanism for the activation of complement C3 to C3b,Journal of Biological Chemistry,2015
ILL15RO425,10.1088/1742-6596/663/1/012002,A Monte Carlo simulation code applied to diffraction experiments with polarization analysis,Journal of Physics : Conference Series,2015
ILL15RO6031,10.1002/chem.201405962,"Homo- and heteronuclear compounds with a symmetrical bis-hydrazone ligand: Synthesis, structural stu",Chemistry - A European Journal,2015
ILL15RO7080,10.1103/physrevc.91.064616,Complete characterization of the fission fragments produced in reactions induced by 208Pb projectile,Physical Review C,2015
