id,doi,title,type,source,year
WOS:000346213300009,10.1016/j.physa.2014.06.088,Physical mechanisms of the interaction between lipid membranes in the aqueous environment,J,0378-4371 | PHYSICA A-STATISTICAL MECHANICS AND ITS APPLICATIONS,2015
WOS:000368084300013,10.1088/1742-6596/663/1/012013,Mobility of dislocations and grain boundaries controlled by the order degree in iron-based alloys,C,1742-6588 | 7TH MEETING OF THE SPANISH NEUTRON SCATTERING ASSOCIATION (SETN),2015
WOS:000380533000048,10.1016/j.phpro.2015.08.116,Adaptation of a high frequency ultrasonic transducer to the measurement of water temperature in a nuclear reactor,C,1875-3892 | Proceedings of the 2015 ICU International Congress on Ultrasonics,2015
WOS:000356129600009,10.1103/physrevb.91.224419,Neutron scattering study of magnetic order in single-crystalline CeCuAl3,J,2469-9950 | PHYSICAL REVIEW B,2015
WOS:000380533000047,10.1016/j.phpro.2015.08.110,High frequency transducer dedicated to the high-resolution in situ measurement of the distance between two nuclear fuel plates,C,1875-3892 | Proceedings of the 2015 ICU International Congress on Ultrasonics,2015
WOS:000351844900033,10.1051/epjconf/20158303012,Spin dynamics in highly frustrated pyrochlore magnets,C,2100-014X | QENS/WINS 2014 - 11TH INTERNATIONAL CONFERENCE ON QUASIELASTIC NEUTRON SCATTERING AND 6TH INTERNATIONAL WORKSHOP ON INELASTIC NEUTRON SPECTROMETERS,2015
WOS:000362467100012,10.1016/j.bpj.2015.08.012,Claudin-11 Tight Junctions in Myelin Are a Barrier to Diffusion and Lack Strong Adhesive Properties,J,0006-3495 | BIOPHYSICAL JOURNAL,2015
WOS:000356143100009,10.1007/s00249-015-1030-0,The aggregation of native human serum albumin,J,0175-7571 | EUROPEAN BIOPHYSICS JOURNAL WITH BIOPHYSICS LETTERS,2015
WOS:000351650100002,10.2320/matertrans.m2014397,Order Evolution in Iron-Based Alloys Viewed through Amplitude Dependent Damping Studies,J,1345-9678 | MATERIALS TRANSACTIONS,2015
WOS:000364557700005,10.1107/s2053230x15017902,"Production, crystallization and neutron diffraction of fully deuterated human myelin peripheral membrane protein P2",J,nan | ACTA CRYSTALLOGRAPHICA SECTION F-STRUCTURAL BIOLOGY COMMUNICATIONS,2015
WOS:000359824400038,10.1021/acs.inorgchem.5b01205,"Uranium Hydridoborates: Synthesis, Magnetism, and X-ray/Neutron Diffraction Structures",J,0020-1669 | INORGANIC CHEMISTRY,2015
WOS:000351611100001,10.1155/2015/808212,Neutron Scattering on Impurity Nanoclusters in Gel Samples,J,1687-7357 | ADVANCES IN HIGH ENERGY PHYSICS,2015
WOS:000358815100016,10.1016/j.jssc.2015.05.022,Investigation of the La2O3-Nb2O5-WO3 ternary phase diagram: Isolation and crystal structure determination of the original La3NbWO10 material,J,0022-4596 | JOURNAL OF SOLID STATE CHEMISTRY,2015
WOS:000362662100069,10.1039/c5nr04243g,Excitation of Ni nanorod colloids in oscillating magnetic fields: a new approach for nanosensing investigated by TISANE,J,2040-3364 | NANOSCALE,2015
WOS:000368084300004,10.1088/1742-6596/663/1/012004,Structure determination of Fe-Al-Ge alloys,C,1742-6588 | 7TH MEETING OF THE SPANISH NEUTRON SCATTERING ASSOCIATION (SETN),2015
WOS:000360930500006,10.1088/0953-2048/28/8/085001,Effect of increasing disorder on superconductivity of Mo/Nb superlattices,J,0953-2048 | SUPERCONDUCTOR SCIENCE & TECHNOLOGY,2015
WOS:000367674700021,10.1088/1748-0221/10/10/p10019,Investigation of background in large-area neutron detectors due to alpha emission from impurities in aluminium,J,1748-0221 | JOURNAL OF INSTRUMENTATION,2015
WOS:000365411500022,10.1039/c5dt03445k,High pressure synthesis of polar and non-polar cation-ordered polymorphs of Mn2ScSbO6,J,1477-9226 | DALTON TRANSACTIONS,2015
WOS:000364812000002,10.1103/physrevb.92.184418,Observation of long-range magnetic ordering in pyrohafnate Nd2Hf2O7: A neutron diffraction study,J,2469-9950 | PHYSICAL REVIEW B,2015
WOS:000368084300005,10.1088/1742-6596/663/1/012005,Structural effects of the spin-state crossover at high temperature in the distorted ErCoO3 cobaltite,C,1742-6588 | 7TH MEETING OF THE SPANISH NEUTRON SCATTERING ASSOCIATION (SETN),2015
WOS:000357805500032,10.1039/c5ra08937a,"On the relaxation dynamics in active pharmaceutical ingredients: solid-state 1H NMR, quasi-elastic neutron scattering and periodic DFT study of acebutolol hydrochloride",J,nan | RSC ADVANCES,2015
WOS:000348356600038,10.1063/1.4906224,Annealing effect on the magnetic induced austenite transformation in polycrystalline freestanding Ni-Co-Mn-In films produced by co-sputtering,J,0021-8979 | JOURNAL OF APPLIED PHYSICS,2015
WOS:000361697400031,10.1039/c5cp04005a,"On the microscopic dynamics of the 'Einstein solids' AlV2Al20 and GaV2Al20, and of YV2Al20: a benchmark system for 'rattling' excitations",J,1463-9076 | PHYSICAL CHEMISTRY CHEMICAL PHYSICS,2015
WOS:000355773000006,10.1016/j.nima.2015.04.009,Spectrometer for new gravitational experiment with UCN,J,0168-9002 | NUCLEAR INSTRUMENTS & METHODS IN PHYSICS RESEARCH SECTION A-ACCELERATORS SPECTROMETERS DETECTORS AND ASSOCIATED EQUIPMENT,2015
WOS:000360026400026,10.1021/acs.jpcb.5b04000,Proton Diffusivity in the Protic Ionic Liquid Triethylammonium Triflate Probed by Quasielastic Neutron Scattering,J,1520-6106 | JOURNAL OF PHYSICAL CHEMISTRY B,2015
WOS:000355668800008,10.1016/j.bpj.2015.04.030,Skin Lipids: Localization of Ceramide and Fatty Acid in the Unit Cell of the Long Periodicity Phase,J,0006-3495 | BIOPHYSICAL JOURNAL,2015
WOS:000352239200011,10.1088/1742-6596/592/1/012011,First neutron studies of the magnetism and rattling modes in CePt4Ge12,C,1742-6588 | INTERNATIONAL CONFERENCE ON STRONGLY CORRELATED ELECTRON SYSTEMS 2014 (SCES2014),2015
WOS:000349935900005,10.1016/j.chemphyslip.2014.11.005,Fluctuation dynamics of bilayer vesicles with intermonolayer sliding: Experiment and theory,J,0009-3084 | CHEMISTRY AND PHYSICS OF LIPIDS,2015
WOS:000365001900004,10.1103/physreve.92.052311,Nonequilibrium structure of colloidal dumbbells under oscillatory shear,J,1539-3755 | PHYSICAL REVIEW E,2015
WOS:000351770800002,10.1103/physrevb.91.054415,Diffuse magnetic neutron scattering in the highly frustrated double perovskite Ba2YRuO6,J,1098-0121 | PHYSICAL REVIEW B,2015
WOS:000365774800030,10.1107/s1600576715019019,Tuning the instrument resolution using chopper and time of flight at the small-angle neutron scattering diffractometer KWS-2,J,1600-5767 | JOURNAL OF APPLIED CRYSTALLOGRAPHY,2015
WOS:000361815100010,10.1103/physrevlett.115.148302,Sensing Polymer Chain Dynamics through Ring Topology: A Neutron Spin Echo Study,J,0031-9007 | PHYSICAL REVIEW LETTERS,2015
WOS:000353365600019,10.1038/nnano.2015.27,Light-emitting self-assembled peptide nucleic acids exhibit both stacking interactions and Watson-Crick base pairing,J,1748-3387 | NATURE NANOTECHNOLOGY,2015
WOS:000350808300007,10.1016/j.physb.2014.11.033,Conductivity anisotropy helps to reveal the microscopic structure of a density wave at imperfect nesting,J,0921-4526 | PHYSICA B-CONDENSED MATTER,2015
WOS:000350313600001,10.1103/physreva.91.020102,Progress towards Bell-type polarization experiment with thermal neutrons,J,1050-2947 | PHYSICAL REVIEW A,2015
WOS:000349690200005,10.1016/j.cplett.2015.01.022,"Studies on interactions among lysozyme proteins in solution: Effects of concentration, pD, temperature and monovalent ions",J,0009-2614 | CHEMICAL PHYSICS LETTERS,2015
WOS:000480363600103,10.1107/s2053273315098976,Real-time monitoring of the crystal/amorphous transformation in the β-trehalose molecular compound,J,2053-2733 | ACTA CRYSTALLOGRAPHICA A-FOUNDATION AND ADVANCES,2015
WOS:000354984100549,10.1063/1.4914119,Paramagnetic to antiferromagnetic transition in epitaxial tetragonal CuMnAs,J,0021-8979 | JOURNAL OF APPLIED PHYSICS,2015
WOS:000413680600286,,Multi-Grid Boron-10 Detector for Time-of-Flight Spectrometers in Neutron Scattering Science,C,1095-7863 | 2015 IEEE NUCLEAR SCIENCE SYMPOSIUM AND MEDICAL IMAGING CONFERENCE (NSS/MIC),2015
WOS:000353429300013,10.1021/la504253p,Generic Role of Polymer Supports in the Fine Adjustment of Interfacial Interactions between Solid Substrates and Model Cell Membranes,J,0743-7463 | LANGMUIR,2015
WOS:000348290800052,10.1016/j.physletb.2014.12.041,A magnetic trap for high-field seeking neutron spin states,J,0370-2693 | PHYSICS LETTERS B,2015
WOS:000349138600022,10.1021/ja510533x,Real-Time Observation of Nonclassical Protein Crystallization Kinetics,J,0002-7863 | JOURNAL OF THE AMERICAN CHEMICAL SOCIETY,2015
WOS:000353006000035,10.1021/acs.biomac.5b00205,Exploring the Kinetics of Gelation and Final Architecture of Enzymatically Cross-Linked Chitosan/Gelatin Gels,J,1525-7797 | BIOMACROMOLECULES,2015
WOS:000480363600143,10.1107/s2053273315098575,Structural and magnetic properties of the low dimensional fluoride β-FeF3•3H2O,J,2053-2733 | ACTA CRYSTALLOGRAPHICA A-FOUNDATION AND ADVANCES,2015
WOS:000366869500011,10.1021/acsmacrolett.5b00676,Influence of Confinement on the Chain Conformation of Cyclic Poly(N-isopropylacrylamide),J,nan | ACS MACRO LETTERS,2015
WOS:000360440400046,10.1063/1.4928583,On the mesoscopic origins of high viscosities in some polyelectrolyte-surfactant mixtures,J,0021-9606 | JOURNAL OF CHEMICAL PHYSICS,2015
WOS:000357899600007,10.1039/c5dt01127b,Chemistry and structure by design: ordered CuNi(CN)4 sheets with copper(II) in a square-planar environment,J,1477-9226 | DALTON TRANSACTIONS,2015
WOS:000366321100012,10.1107/s2052520615017199,Spinel materials for Li-ion batteries: new insights obtained by operando neutron and synchrotron X-ray diffraction,J,nan | ACTA CRYSTALLOGRAPHICA SECTION B-STRUCTURAL SCIENCE CRYSTAL ENGINEERING AND MATERIALS,2015
WOS:000356317200018,10.1021/acs.jpcb.5b01220,Fast Water Diffusion and Long-Term Polymer Reorganization during Nafion Membrane Hydration Evidenced by Time-Resolved Small-Angle Neutron Scattering,J,1520-6106 | JOURNAL OF PHYSICAL CHEMISTRY B,2015
WOS:000357144100062,,A dimerization site at SCR-17/18 in Factor H may explain its disease-causing mutations and a new mechanism for regulatory control,J,0161-5890 | MOLECULAR IMMUNOLOGY,2015
WOS:000359031900034,10.1021/acs.jpcc.5b05864,Pulsed-Laser Switching in the Bistability Domain of a Cooperative Spin Crossover Compound: A Critical Study through Calorimetry,J,1932-7447 | JOURNAL OF PHYSICAL CHEMISTRY C,2015
WOS:000411183301809,,Architecture and properties of hybrid cellulose nanocrystals/Gibbsite nanoplatelets multilayered films,J,0065-7727 | ABSTRACTS OF PAPERS OF THE AMERICAN CHEMICAL SOCIETY,2015
WOS:000349436700001,10.1103/physrevb.91.064408,"Incommensurate magnetic structure, Fe/Cu chemical disorder, and magnetic interactions in the high-temperature multiferroic YBaCuFeO5",J,1098-0121 | PHYSICAL REVIEW B,2015
WOS:000363232200002,10.1103/physrevb.92.134521,Electronic nematic correlations in the stress-free tetragonal state of BaFe2-xNixAs2,J,1098-0121 | PHYSICAL REVIEW B,2015
WOS:000361159000135,10.1016/j.jallcom.2015.07.034,"Enhanced relative cooling power of Fe-doped La0.67Sr0.22Ba0.11Mn1-xFexO3 perovskites: Structural, magnetic and magnetocaloric properties",J,0925-8388 | JOURNAL OF ALLOYS AND COMPOUNDS,2015
WOS:000355560000007,10.1107/s2052520615005442,Neutron Laue and X-ray diffraction study of a new crystallographic superspace phase in n-nonadecane-urea,J,0108-7681 | ACTA CRYSTALLOGRAPHICA SECTION B-STRUCTURAL SCIENCE CRYSTAL ENGINEERING AND MATERIALS,2015
WOS:000355229800020,10.1002/anie.201501691,Postsynthetic Improvement of the Physical Properties in a Metal-Organic Framework through a Single Crystal to Single Crystal Transmetallation,J,1433-7851 | ANGEWANDTE CHEMIE-INTERNATIONAL EDITION,2015
WOS:000358002800022,10.1016/j.matpr.2015.05.089,Volume texture and anisotropic thermoelectric properties in Ca3Co4O9 bulk materials,C,2214-7853 | MATERIALS TODAY-PROCEEDINGS,2015
WOS:000358858500011,10.1038/ncomms8705,Intra-unit-cell magnetic correlations near optimal doping in YBa2Cu3O6.85,J,2041-1723 | NATURE COMMUNICATIONS,2015
WOS:000357685400015,10.1063/1.4922102,Structural and phase transitions in nanocluster ethanol samples at low temperatures,J,1063-777X | LOW TEMPERATURE PHYSICS,2015
WOS:000352255600003,10.1103/physrevb.91.144404,Magnetic structures in the magnetic phase diagram of Ho2RhIn8,J,1098-0121 | PHYSICAL REVIEW B,2015
WOS:000355312800002,10.1093/ptep/ptv015,Pulsed neutron-beam focusing by modulating a permanent-magnet sextupole lens,J,2050-3911 | PROGRESS OF THEORETICAL AND EXPERIMENTAL PHYSICS,2015
WOS:000348563900007,10.1107/s1399004714013923,Uniqueness of models from small-angle scattering data: the impact of a hydration shell and complementary NMR restraints,J,2059-7983 | ACTA CRYSTALLOGRAPHICA SECTION D-STRUCTURAL BIOLOGY,2015
WOS:000355825000003,10.1103/physrevb.91.214415,Magnetic structure and multiferroic coupling in pyroxene NaFeSi2O6,J,1098-0121 | PHYSICAL REVIEW B,2015
WOS:000360067300005,10.1107/s2052252515010271,Crystal structures of eight mono-methyl alkanes (C26-C32) via single-crystal and powder diffraction and DFT-D optimization,J,2052-2525 | IUCRJ,2015
WOS:000349210700028,10.1107/s1600576714027848,Towards neutron scattering experiments with sub-millisecond time resolution,J,0021-8898 | JOURNAL OF APPLIED CRYSTALLOGRAPHY,2015
WOS:000358005000022,10.1016/j.polymer.2015.06.010,Aggregation behaviour of hydrophobically modified polyacrylate - Variation of alkyl chain length,J,0032-3861 | POLYMER,2015
WOS:000348491900034,10.1021/jp510392h,Lattice Dynamics Modified by Excess Oxygen in Nd2NiO4+δ: Triggering Low-Temperature Oxygen Diffusion,J,1932-7447 | JOURNAL OF PHYSICAL CHEMISTRY C,2015
WOS:000351609000001,10.1155/2015/173572,Can We Observe the Gravitational Quantum States of Positronium?,J,1687-7357 | ADVANCES IN HIGH ENERGY PHYSICS,2015
WOS:000351396500016,10.1039/c5sm00179j,Water confined in self-assembled ionic surfactant nano-structures,J,1744-683X | SOFT MATTER,2015
WOS:000364604900004,10.1016/j.febslet.2015.09.014,Structural insights into the loss of catalytic competence in pectate lyase activity at low pH,J,0014-5793 | FEBS LETTERS,2015
WOS:000358675900021,10.1088/0957-4484/26/30/305705,Scrutinizing the role of size reduction on the exchange bias and dynamic magnetic behavior in NiO nanoparticles,J,0957-4484 | NANOTECHNOLOGY,2015
WOS:000352172000008,10.1016/j.cemconres.2015.02.009,Structural changes in C-S-H gel during dissolution: Small-angle neutron scattering and Si-NMR characterization,J,0008-8846 | CEMENT AND CONCRETE RESEARCH,2015
WOS:000352063000023,10.1116/1.4914948,Analysis of biosurfaces by neutron reflectometry: From simple to complex interfaces,J,1934-8630 | BIOINTERPHASES,2015
WOS:000405656400014,10.1016/bs.mie.2015.02.003,Small-Angle Neutron Scattering for Structural Biology of Protein-RNA Complexes,S,0076-6879 | STRUCTURES OF LARGE RNA MOLECULES AND THEIR COMPLEXES,2015
WOS:000361117700004,10.1103/physrevb.92.104303,Velocity autocorrelation in liquid parahydrogen by quantum simulations for direct parameter-free computations of neutron cross sections,J,2469-9950 | PHYSICAL REVIEW B,2015
WOS:000360324000019,10.1021/acs.langmuir.5b02127,Direct Comparison of Disaccharide Interaction with Lipid Membranes at Reduced Hydrations,J,0743-7463 | LANGMUIR,2015
WOS:000362344100023,10.1007/s11661-015-3073-3,Intergranular Strain Evolution in Titanium During Tensile Loading: Neutron Diffraction and Polycrystalline Model,J,1073-5623 | METALLURGICAL AND MATERIALS TRANSACTIONS A-PHYSICAL METALLURGY AND MATERIALS SCIENCE,2015
WOS:000366357300021,10.12693/aphyspola.128.552,Crystalline Structures of Some High Entropy Alloys Obtained by Neutron and X-Ray Diffraction,J,0587-4246 | ACTA PHYSICA POLONICA A,2015
WOS:000358371900002,10.1103/physrevb.92.014305,Structure and dynamics of the fullerene polymer Li4C60 studied with neutron scattering,J,2469-9950 | PHYSICAL REVIEW B,2015
WOS:000351844900031,10.1051/epjconf/20158303010,"mQfit, a new program for analyzing quasi-elastic neutron scattering data",C,2100-014X | QENS/WINS 2014 - 11TH INTERNATIONAL CONFERENCE ON QUASIELASTIC NEUTRON SCATTERING AND 6TH INTERNATIONAL WORKSHOP ON INELASTIC NEUTRON SPECTROMETERS,2015
WOS:000366903600075,10.1371/journal.pone.0144671,Formation and Characterization of Supported Lipid Bilayers Composed of Hydrogenated and Deuterated Escherichia coli Lipids,J,1932-6203 | PLOS ONE,2015
WOS:000380001400255,,Structure and dynamics of lipid membranes altered by amyloid-beta fragments,J,0175-7571 | EUROPEAN BIOPHYSICS JOURNAL WITH BIOPHYSICS LETTERS,2015
WOS:000358307500042,10.1051/epjconf/20159301042,"High precision γ spectroscopy of 69,71Zn from (n,γ) reactions using EXILL",C,2100-014X | CGS15 - CAPTURE GAMMA-RAY SPECTROSCOPY AND RELATED TOPICS,2015
WOS:000352239200082,10.1088/1742-6596/592/1/012082,Probing Magnetism in CePdAl under Multi-Extreme Conditions using Polarized Neutrons,C,1742-6588 | INTERNATIONAL CONFERENCE ON STRONGLY CORRELATED ELECTRON SYSTEMS 2014 (SCES2014),2015
WOS:000353848300026,10.1016/j.jcis.2014.12.048,Surfactants with colloids: Adsorption or absorption?,J,0021-9797 | JOURNAL OF COLLOID AND INTERFACE SCIENCE,2015
WOS:000359089100040,10.1039/c5dt02242h,Structural and magnetic properties of the low-dimensional fluoride β-FeF3(H2O)2•H2O,J,1477-9226 | DALTON TRANSACTIONS,2015
WOS:000353327600003,10.1103/physrevc.91.047302,Near-yrast excitations in nucleus 83As: Tracing the πg9/2 orbital in the 78Ni region,J,0556-2813 | PHYSICAL REVIEW C,2015
WOS:000350317300010,10.1103/physrevb.91.064304,Simple view of the Mg2Si1-xSnx phonon spectrum: Sn resonances and mean field,J,2469-9950 | PHYSICAL REVIEW B,2015
WOS:000351844900004,10.1051/epjconf/20158302002,QENS investigation of proton confined motions in hydrated perfluorinated sulfonic membranes and self-assembled surfactants,C,2100-014X | QENS/WINS 2014 - 11TH INTERNATIONAL CONFERENCE ON QUASIELASTIC NEUTRON SCATTERING AND 6TH INTERNATIONAL WORKSHOP ON INELASTIC NEUTRON SPECTROMETERS,2015
WOS:000363205100001,10.1039/c5sm01490e,Grafted biomembranes containing membrane proteins - the case of the leucine transporter,J,1744-683X | SOFT MATTER,2015
WOS:000359859400002,10.1103/physrevb.92.060410,Pressure-induced commensurate phase with potential giant polarization in YMn2O5,J,1098-0121 | PHYSICAL REVIEW B,2015
WOS:000366490300005,10.1103/physreva.92.062121,Weak values obtained in matter-wave interferometry,J,1050-2947 | PHYSICAL REVIEW A,2015
WOS:000348054700058,10.1063/1.4906204,Antisite disorder-induced exchange bias effect in multiferroic Y2CoMnO6,J,0003-6951 | APPLIED PHYSICS LETTERS,2015
WOS:000363422700008,10.1002/anie.201504059,Dendronized Hyperbranched Macromolecules: Soft Matter with a Novel Type of Segmental Distribution,J,1433-7851 | ANGEWANDTE CHEMIE-INTERNATIONAL EDITION,2015
WOS:000370164300017,10.1017/s0885715615000032,Ferromagnetic ordering in La0.7Sr0.3Mn3+0.85Nb5+0.15O3 manganite,J,0885-7156 | POWDER DIFFRACTION,2015
WOS:000358843100005,10.1103/physrevb.92.024429,Dynamics of a bond-disordered S=1 quantum magnet near z=1 criticality,J,2469-9950 | PHYSICAL REVIEW B,2015
WOS:000356791500003,10.1103/physrevb.91.214309,Scattering cross sections of liquid deuterium for ultracold neutrons: Experimental results and a calculation model,J,2469-9950 | PHYSICAL REVIEW B,2015
WOS:000363870500005,10.1007/s00792-015-0782-x,Molecular adaptation and salt stress response of Halobacterium salinarum cells revealed by neutron spectroscopy,J,1431-0651 | EXTREMOPHILES,2015
WOS:000357824200032,10.1063/1.4926403,Evidence of large magneto-dielectric effect coupled to a metamagnetic transition in Yb2CoMnO6,J,0003-6951 | APPLIED PHYSICS LETTERS,2015
WOS:000376674000220,,Spin and lattice excitations of multiferroic (Ba0.2Sr0.8)3Co2Fe24O41 in the THz range,C,"2162-2027 | 2015 40TH INTERNATIONAL CONFERENCE ON INFRARED, MILLIMETER AND TERAHERTZ WAVES (IRMMW-THZ)",2015
WOS:000352239200035,10.1088/1742-6596/592/1/012035,"CDW-gaps, soft-phonons and physical transitions in bulk single crystal of alpha-Uranium",C,1742-6588 | INTERNATIONAL CONFERENCE ON STRONGLY CORRELATED ELECTRON SYSTEMS 2014 (SCES2014),2015
WOS:000347018300063,10.1016/j.jnoncrysol.2014.09.028,Vibrational dynamics changes of protein hydration water across the dynamic transition,J,0022-3093 | JOURNAL OF NON-CRYSTALLINE SOLIDS,2015
WOS:000365346900010,10.1088/0953-8984/27/48/485401,Inelastic neutron scattering study of the lattice dynamics in the clathrate compound BaGe5,J,0953-8984 | JOURNAL OF PHYSICS-CONDENSED MATTER,2015
WOS:000365524500018,10.1103/physrevlett.115.228302,Short-Time Glassy Dynamics in Viscous Protein Solutions with Competing Interactions,J,0031-9007 | PHYSICAL REVIEW LETTERS,2015
WOS:000350314100001,10.1103/physrevb.91.054110,Anomalous temperature-induced volume contraction in GeTe,J,2469-9950 | PHYSICAL REVIEW B,2015
WOS:000357139800009,10.1021/acs.jpcb.5b02034,Adaptation of Extremophilic Proteins with Temperature and Pressure: Evidence from Initiation Factor 6,J,1520-6106 | JOURNAL OF PHYSICAL CHEMISTRY B,2015
WOS:000349987100002,10.1016/j.nima.2014.12.114,The use of selected neutron absorption resonance filters to suppress spurious events on hot neutron spectrometers,J,0168-9002 | NUCLEAR INSTRUMENTS & METHODS IN PHYSICS RESEARCH SECTION A-ACCELERATORS SPECTROMETERS DETECTORS AND ASSOCIATED EQUIPMENT,2015
WOS:000348473100004,10.1103/physrevb.91.014431,Polarized neutron powder diffraction studies of antiferromagnetic order in bulk and nanoparticle NiO,J,2469-9950 | PHYSICAL REVIEW B,2015
WOS:000365908000016,10.1039/c5sm02008e,Measurement of molecular mixing at a conjugated polymer interface by specular and off-specular neutron scattering,J,1744-683X | SOFT MATTER,2015
WOS:000352068300020,10.1103/physrevlett.114.017201,Longitudinal and Transverse Zeeman Ladders in the Ising-Like Chain Antiferromagnet BaCo2V2O8,J,0031-9007 | PHYSICAL REVIEW LETTERS,2015
WOS:000380001400298,,A two-dimensional diffusion map of membrane hydration water,J,0175-7571 | EUROPEAN BIOPHYSICS JOURNAL WITH BIOPHYSICS LETTERS,2015
WOS:000356961400003,10.1039/c4fd00225c,On the question of two-step nucleation in protein crystallization,J,1359-6640 | FARADAY DISCUSSIONS,2015
WOS:000365869700003,10.1103/physrevd.92.114001,Constraining short-range spin-dependent forces with polarized 3He,J,1550-7998 | PHYSICAL REVIEW D,2015
WOS:000358337700037,10.1021/acs.jpcc.5b04259,Diffusion of CH4 in ZIF-8 Studied by Quasi-Elastic Neutron Scattering,J,1932-7447 | JOURNAL OF PHYSICAL CHEMISTRY C,2015
WOS:000353864200023,10.1021/acs.langmuir.5b00530,"Structure of Multiresponsive Brush-Decorated Nanoparticles: A Combined Electrokinetic, DLS, and SANS Study",J,0743-7463 | LANGMUIR,2015
WOS:000352344300002,10.1103/physrevb.91.155109,Exploring approximations to the GW self-energy ionic gradients,J,2469-9950 | PHYSICAL REVIEW B,2015
WOS:000368084300012,10.1088/1742-6596/663/1/012012,"Low Temperature Magnetic Ordering of the Magnetic Ionic Plastic Crystal, Choline[FeCl4]",C,1742-6588 | 7TH MEETING OF THE SPANISH NEUTRON SCATTERING ASSOCIATION (SETN),2015
WOS:000366339900014,10.1021/jacs.5b07765,Large-Scale Conformational Dynamics Control H5N1 Influenza Polymerase PB2 Binding to Importin α,J,0002-7863 | JOURNAL OF THE AMERICAN CHEMICAL SOCIETY,2015
WOS:000365896800003,10.1088/1367-2630/17/11/113035,One-dimensional quantum magnetism in the anhydrous alum KTi(SO4)2,J,1367-2630 | NEW JOURNAL OF PHYSICS,2015
WOS:000356201100025,10.1021/acs.macromol.5b00645,Rehydration of Thermoresponsive Poly(monomethoxydiethylene glycol acrylate) Films Probed in Situ by Real-Time Neutron Reflectivity,J,0024-9297 | MACROMOLECULES,2015
WOS:000351844900010,10.1051/epjconf/20158302008,Dynamics across the structural transitions at elevated temperatures in Na0.7CoO2,C,2100-014X | QENS/WINS 2014 - 11TH INTERNATIONAL CONFERENCE ON QUASIELASTIC NEUTRON SCATTERING AND 6TH INTERNATIONAL WORKSHOP ON INELASTIC NEUTRON SPECTROMETERS,2015
WOS:000348147100025,10.1039/c4sc02908a,Entropy driven chain effects on ligation chemistry,J,2041-6520 | CHEMICAL SCIENCE,2015
WOS:000354045700048,10.1126/science.aaa5137,Near-atomic cryo-EM structure of the helical measles virus nucleocapsid,J,0036-8075 | SCIENCE,2015
WOS:000348473100005,10.1103/physrevb.91.014432,Field and temperature dependence of electromagnon scattering in TbMnO3 studied by inelastic neutron scattering,J,2469-9950 | PHYSICAL REVIEW B,2015
WOS:000363867400016,10.1039/c5sm01713k,Anomalous and anisotropic nanoscale diffusion of hydration water molecules in fluid lipid membranes,J,1744-683X | SOFT MATTER,2015
WOS:000352823200005,10.1021/acs.jpcb.5b01017,Influence of Pressure and Crowding on the Sub-Nanosecond Dynamics of Globular Proteins,J,1520-6106 | JOURNAL OF PHYSICAL CHEMISTRY B,2015
WOS:000355735900017,10.1039/c5sm00484e,Self assembly of magnetic nanoparticles at silicon surfaces,J,1744-683X | SOFT MATTER,2015
WOS:000352239200083,10.1088/1742-6596/592/1/012083,Ferromagnetic fluctuations in YbNi4P2 measured by inelastic neutron scattering,C,1742-6588 | INTERNATIONAL CONFERENCE ON STRONGLY CORRELATED ELECTRON SYSTEMS 2014 (SCES2014),2015
WOS:000368084300003,10.1088/1742-6596/663/1/012003,Morin transition in Hematite nanoparticles analyzed by neutron diffraction,C,1742-6588 | 7TH MEETING OF THE SPANISH NEUTRON SCATTERING ASSOCIATION (SETN),2015
WOS:000358030900005,10.1103/physrevb.92.024420,Complex antiferromagnetic structure in the intermediate-valence intermetallic Ce2 RuZn4,J,2469-9950 | PHYSICAL REVIEW B,2015
WOS:000350611300026,10.1021/la5045656,Solvent Contribution to the Stability of a Physical Gel Characterized by Quasi-Elastic Neutron Scattering,J,0743-7463 | LANGMUIR,2015
WOS:000352518600050,10.1021/acs.inorgchem.5b00051,Insight into the Structure and Functional Application of the Sr0.95Ce0.05CoO3-δ Cathode for Solid Oxide Fuel Cells,J,0020-1669 | INORGANIC CHEMISTRY,2015
WOS:000368084300006,10.1088/1742-6596/663/1/012006,Crystallization of para-Hydrogen: a quantum phase transition at finite temperature?,C,1742-6588 | 7TH MEETING OF THE SPANISH NEUTRON SCATTERING ASSOCIATION (SETN),2015
WOS:000346473600078,10.1039/c4cp04253k,Bimodal crystallization at polymer-fullerene interfaces,J,1463-9076 | PHYSICAL CHEMISTRY CHEMICAL PHYSICS,2015
WOS:000357809300051,10.1039/c5cp01241d,Analysis of the structure of nanocomposites of triglyceride platelets and DNA,J,1463-9076 | PHYSICAL CHEMISTRY CHEMICAL PHYSICS,2015
WOS:000347018300034,10.1016/j.jnoncrysol.2014.08.027,Structure of the network glass-former ZnCl2: From the boiling point to the glass,J,0022-3093 | JOURNAL OF NON-CRYSTALLINE SOLIDS,2015
WOS:000366339900034,10.1021/jacs.5b10255,Hydride in BaTiO2.5H0.5: A Labile Ligand in Solid State Chemistry,J,0002-7863 | JOURNAL OF THE AMERICAN CHEMICAL SOCIETY,2015
WOS:000356185600016,10.1016/j.molliq.2015.03.020,"Structural investigation of liquid formic acid by X-ray and neutron scattering, ab initio calculations and molecular dynamics simulations",J,0167-7322 | JOURNAL OF MOLECULAR LIQUIDS,2015
